resp_txt.keys,resp_txt.rt,resp.keys,resp.rt,trials_training.thisRepN,trials_training.thisTrialN,trials_training.thisN,trials_training.thisIndex,trials_training.ran,line_file,offset,jitter_x_cm,jitter_x_norm,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_after_training.keys,key_resp_after_training.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,right,1.253,,,,,,images/0.png,0,0,0,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,14,14,22,1
,,left,1.403,,,,,,images/l1.png,-1,0.15,0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,15,15,18,1
,,left,1.185,,,,,,images/l8.png,-8,0,0,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,16,16,2,1
,,right,1.186,,,,,,images/r1.png,1,-0.15,-0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,17,17,26,1
,,right,1.152,,,,,,images/l1.png,-1,-0.15,-0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,18,18,16,1
,,left,1.319,,,,,,images/l2.png,-2,0.15,0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,19,19,13,1
,,left,1.354,,,,,,images/r2.png,2,0.3,0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,20,20,34,1
,,right,0.955,,,,,,images/r8.png,8,-0.3,-0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,21,21,40,1
,,left,1.485,,,,,,images/l1.png,-1,0,0,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,22,22,17,1
,,left,1.268,,,,,,images/l1.png,-1,-0.3,-0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,23,23,15,1
,,right,1.052,,,,,,images/r1.png,1,0,0,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,24,24,27,1
,,right,1.187,,,,,,images/r8.png,8,0,0,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,25,25,42,1
,,left,0.82,,,,,,images/0.png,0,-0.3,-0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,26,26,20,1
,,left,1.103,,,,,,images/r1.png,1,-0.3,-0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,27,27,25,1
,,left,1.068,,,,,,images/l4.png,-4,0.3,0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,28,28,9,1
,,left,1.058,,,,,,images/l8.png,-8,0.3,0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,29,29,4,1
,,right,1.323,,,,,,images/0.png,0,0.15,0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,30,30,23,1
,,left,1.335,,,,,,images/l2.png,-2,0.3,0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,31,31,14,1
,,right,1.089,,,,,,images/r4.png,4,-0.3,-0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,32,32,35,1
,,left,1.085,,,,,,images/l4.png,-4,0.15,0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,33,33,8,1
,,left,1.286,,,,,,images/r4.png,4,0.3,0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,34,34,39,1
,,right,1.169,,,,,,images/r2.png,2,-0.15,-0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,35,35,31,1
,,right,1.068,,,,,,images/r4.png,4,0,0,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,36,36,37,1
,,right,1.075,,,,,,images/r8.png,8,-0.15,-0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,37,37,41,1
,,right,1.452,,,,,,images/l2.png,-2,-0.15,-0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,38,38,11,1
,,right,1.353,,,,,,images/0.png,0,-0.15,-0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,39,39,21,1
,,right,1.135,,,,,,images/r1.png,1,0.15,0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,40,40,28,1
,,right,0.974,,,,,,images/r8.png,8,0.15,0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,41,41,43,1
,,right,1.351,,,,,,images/l1.png,-1,0.3,0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,42,42,19,1
,,right,1.221,,,,,,images/r2.png,2,-0.3,-0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,43,43,30,1
,,right,1.253,,,,,,images/r1.png,1,0.3,0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,0,44,44,29,1
,,left,1.069,,,,,,images/l8.png,-8,0.15,0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,0,45,3,1
,,right,1.119,,,,,,images/r8.png,8,-0.15,-0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,1,46,41,1
,,right,1.203,,,,,,images/r2.png,2,0,0,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,2,47,32,1
,,right,1.303,,,,,,images/l2.png,-2,0.15,0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,3,48,13,1
,,right,1.186,,,,,,images/r8.png,8,-0.3,-0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,4,49,40,1
,,right,1.319,,,,,,images/r4.png,4,0.15,0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,5,50,38,1
,,right,1.168,,,,,,images/l1.png,-1,0.15,0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,6,51,18,1
,,right,0.868,,,,,,images/r8.png,8,0.15,0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,7,52,43,1
,,right,1.235,,,,,,images/l2.png,-2,-0.15,-0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,8,53,11,1
,,right,1.185,,,,,,images/r2.png,2,0.3,0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,9,54,34,1
,,left,1.118,,,,,,images/l4.png,-4,0.15,0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,10,55,8,1
,,right,1.091,,,,,,images/r8.png,8,0,0,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,11,56,42,1
,,right,1.288,,,,,,images/r4.png,4,0,0,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,12,57,37,1
,,left,1.337,,,,,,images/l1.png,-1,0,0,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,13,58,17,1
,,left,1.57,,,,,,images/0.png,0,-0.15,-0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,14,59,21,1
,,right,1.091,,,,,,images/r2.png,2,0.15,0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,15,60,33,1
,,right,1.086,,,,,,images/r2.png,2,-0.15,-0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,16,61,31,1
,,right,1.102,,,,,,images/l2.png,-2,0.3,0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,17,62,14,1
,,left,1.404,,,,,,images/l8.png,-8,-0.3,-0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,18,63,0,1
,,left,1.135,,,,,,images/l4.png,-4,-0.3,-0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,19,64,5,1
,,left,1.472,,,,,,images/l1.png,-1,-0.15,-0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,20,65,16,1
,,right,0.886,,,,,,images/r4.png,4,-0.3,-0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,21,66,35,1
,,right,1.219,,,,,,images/r1.png,1,-0.15,-0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,22,67,26,1
,,left,1.124,,,,,,images/l4.png,-4,0,0,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,23,68,7,1
,,right,1.336,,,,,,images/0.png,0,0,0,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,24,69,22,1
,,right,1.588,,,,,,images/l1.png,-1,-0.3,-0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,25,70,15,1
,,right,1.32,,,,,,images/r1.png,1,0,0,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,26,71,27,1
,,left,1.602,,,,,,images/0.png,0,0.3,0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,27,72,24,1
,,left,1.154,,,,,,images/l8.png,-8,0.3,0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,28,73,4,1
,,left,1.206,,,,,,images/l1.png,-1,0.3,0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,29,74,19,1
,,right,1.287,,,,,,images/0.png,0,0.15,0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,30,75,23,1
,,right,1.286,,,,,,images/r1.png,1,-0.3,-0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,31,76,25,1
,,left,1.457,,,,,,images/l4.png,-4,-0.15,-0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,32,77,6,1
,,right,1.37,,,,,,images/r2.png,2,-0.3,-0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,33,78,30,1
,,right,1.024,,,,,,images/r4.png,4,-0.15,-0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,34,79,36,1
,,left,1.453,,,,,,images/l8.png,-8,0,0,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,35,80,2,1
,,left,1.024,,,,,,images/l8.png,-8,-0.15,-0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,36,81,1,1
,,left,2.321,,,,,,images/r1.png,1,0.3,0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,37,82,29,1
,,right,1.371,,,,,,images/l2.png,-2,0,0,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,38,83,12,1
,,right,1.239,,,,,,images/r1.png,1,0.15,0.0375,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,39,84,28,1
,,left,1.703,,,,,,images/l4.png,-4,0.3,0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,40,85,9,1
,,right,1.107,,,,,,images/r4.png,4,0.3,0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,41,86,39,1
,,right,0.872,,,,,,images/r8.png,8,0.3,0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,42,87,44,1
,,right,1.068,,,,,,images/0.png,0,-0.3,-0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,43,88,20,1
,,right,1.343,,,,,,images/l2.png,-2,-0.3,-0.075,003,001,2020-11-25_19h04.22.141,lm,2020.2.8,Win32,60,,,1,44,89,10,1
