resp_txt.keys,resp_txt.rt,resp.keys,resp.rt,trials_training.thisRepN,trials_training.thisTrialN,trials_training.thisN,trials_training.thisIndex,trials_training.ran,line_file,offset,jitter_x_cm,jitter_x_norm,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_after_training.keys,key_resp_after_training.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,left,1.196945,0,11,11,5,1,images/l2.png,-2,0.15,0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,,,,,
,,right,1.519725,0,12,12,4,1,images/l2.png,-2,-0.15,-0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,,,,,
,,right,1.10517,0,13,13,12,1,images/r8.png,8,0,0,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,,,,,
,,right,1.091295,,,,,,images/r4.png,4,0.3,0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,space,17.11617,0,0,0,39,1
,,right,1.009925,,,,,,images/r1.png,1,-0.15,-0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,1,1,26,1
,,right,1.110885,,,,,,images/r1.png,1,-0.3,-0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,2,2,25,1
,,left,1.13756,,,,,,images/0.png,0,0.15,0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,3,3,23,1
,,left,1.05051,,,,,,images/l2.png,-2,0.3,0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,4,4,14,1
,,left,0.963145,,,,,,images/l8.png,-8,0.3,0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,5,5,4,1
,,left,1.28205,,,,,,images/l8.png,-8,-0.3,-0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,6,6,0,1
,,right,1.133645,,,,,,images/r8.png,8,-0.15,-0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,7,7,41,1
,,right,1.20097,,,,,,images/r8.png,8,0.3,0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,8,8,44,1
,,right,0.975185,,,,,,images/r4.png,4,-0.15,-0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,9,9,36,1
,,left,1.285785,,,,,,images/0.png,0,0,0,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,10,10,22,1
,,left,0.97202,,,,,,images/l1.png,-1,0,0,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,11,11,17,1
,,left,1.239805,,,,,,images/l1.png,-1,0.3,0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,12,12,19,1
,,left,1.17031,,,,,,images/l8.png,-8,0,0,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,13,13,2,1
,,left,1.014595,,,,,,images/l4.png,-4,0,0,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,14,14,7,1
,,right,1.423335,,,,,,images/r2.png,2,0,0,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,15,15,32,1
,,right,0.84142,,,,,,images/r8.png,8,0.15,0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,16,16,43,1
,,right,0.955285,,,,,,images/r1.png,1,0,0,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,17,17,27,1
,,left,1.077995,,,,,,images/l1.png,-1,0.15,0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,18,18,18,1
,,right,1.12637,,,,,,images/l2.png,-2,-0.15,-0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,19,19,11,1
,,left,0.89222,,,,,,images/r1.png,1,0.3,0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,20,20,29,1
,,right,0.885,,,,,,images/r2.png,2,-0.15,-0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,21,21,31,1
,,left,1.0517,,,,,,images/l1.png,-1,-0.3,-0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,22,22,15,1
,,left,0.95199,,,,,,images/r2.png,2,0.3,0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,23,23,34,1
,,right,0.81801,,,,,,images/r4.png,4,-0.3,-0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,24,24,35,1
,,left,0.781125,,,,,,images/l8.png,-8,-0.15,-0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,25,25,1,1
,,left,0.89972,,,,,,images/0.png,0,-0.15,-0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,26,26,21,1
,,left,0.815655,,,,,,images/0.png,0,0.3,0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,27,27,24,1
,,right,0.801805,,,,,,images/l2.png,-2,-0.3,-0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,28,28,10,1
,,left,0.835555,,,,,,images/l1.png,-1,-0.15,-0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,29,29,16,1
,,left,0.894115,,,,,,images/r4.png,4,0,0,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,30,30,37,1
,,left,0.827355,,,,,,images/l4.png,-4,-0.3,-0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,31,31,5,1
,,left,0.926265,,,,,,images/l4.png,-4,-0.15,-0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,32,32,6,1
,,right,0.7644,,,,,,images/r8.png,8,0,0,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,33,33,42,1
,,right,0.785065,,,,,,images/l4.png,-4,0.15,0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,34,34,8,1
,,left,0.93997,,,,,,images/r1.png,1,0.15,0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,35,35,28,1
,,right,1.0694,,,,,,images/r4.png,4,0.15,0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,36,36,38,1
,,left,1.134735,,,,,,images/l4.png,-4,0.3,0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,37,37,9,1
,,right,0.98534,,,,,,images/r2.png,2,-0.3,-0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,38,38,30,1
,,right,1.08188,,,,,,images/r2.png,2,0.15,0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,39,39,33,1
,,right,1.019825,,,,,,images/l2.png,-2,0,0,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,40,40,12,1
,,left,0.80053,,,,,,images/l8.png,-8,0.15,0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,41,41,3,1
,,left,0.77644,,,,,,images/l2.png,-2,0.15,0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,42,42,13,1
,,right,1.002255,,,,,,images/0.png,0,-0.3,-0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,43,43,20,1
,,right,0.856295,,,,,,images/r8.png,8,-0.3,-0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,0,44,44,40,1
,,left,0.850055,,,,,,images/l1.png,-1,0.15,0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,0,45,18,1
,,right,0.851395,,,,,,images/r4.png,4,-0.3,-0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,1,46,35,1
,,left,0.93542,,,,,,images/r4.png,4,0,0,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,2,47,37,1
,,left,0.768855,,,,,,images/l8.png,-8,-0.15,-0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,3,48,1,1
,,right,0.81967,,,,,,images/r8.png,8,0.15,0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,4,49,43,1
,,left,0.845185,,,,,,images/l8.png,-8,0.15,0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,5,50,3,1
,,left,1.470965,,,,,,images/l8.png,-8,-0.3,-0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,6,51,0,1
,,left,1.246825,,,,,,images/r2.png,2,0,0,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,7,52,32,1
,,left,0.89665,,,,,,images/l2.png,-2,0.3,0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,8,53,14,1
,,left,1.00031,,,,,,images/l4.png,-4,0.15,0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,9,54,8,1
,,right,0.93426,,,,,,images/r2.png,2,-0.3,-0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,10,55,30,1
,,left,0.992385,,,,,,images/l2.png,-2,0.15,0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,11,56,13,1
,,right,0.87642,,,,,,images/r8.png,8,-0.3,-0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,12,57,40,1
,,left,0.79969,,,,,,images/l8.png,-8,0,0,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,13,58,2,1
,,right,0.910545,,,,,,images/r4.png,4,-0.15,-0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,14,59,36,1
,,left,0.74103,,,,,,images/l2.png,-2,-0.3,-0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,15,60,10,1
,,right,1.38103,,,,,,images/r4.png,4,0.3,0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,16,61,39,1
,,right,1.736395,,,,,,images/l1.png,-1,0,0,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,17,62,17,1
,,left,0.99548,,,,,,images/l4.png,-4,0.3,0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,18,63,9,1
,,right,1.049835,,,,,,images/l4.png,-4,-0.3,-0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,19,64,5,1
,,right,1.66633,,,,,,images/0.png,0,0.15,0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,20,65,23,1
,,left,1.57788,,,,,,images/l2.png,-2,0,0,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,21,66,12,1
,,left,1.6665,,,,,,images/0.png,0,-0.15,-0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,22,67,21,1
,,right,0.97541,,,,,,images/r8.png,8,0,0,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,23,68,42,1
,,right,1.09032,,,,,,images/l2.png,-2,-0.15,-0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,24,69,11,1
,,left,1.112715,,,,,,images/r1.png,1,0,0,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,25,70,27,1
,,left,1.13745,,,,,,images/0.png,0,0.3,0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,26,71,24,1
,,right,0.893975,,,,,,images/0.png,0,0,0,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,27,72,22,1
,,left,0.95503,,,,,,images/l1.png,-1,-0.3,-0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,28,73,15,1
,,right,1.35019,,,,,,images/r1.png,1,0.15,0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,29,74,28,1
,,right,0.94985,,,,,,images/r8.png,8,-0.15,-0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,30,75,41,1
,,left,1.06607,,,,,,images/r1.png,1,0.3,0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,31,76,29,1
,,left,1.14337,,,,,,images/0.png,0,-0.3,-0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,32,77,20,1
,,left,1.133355,,,,,,images/r2.png,2,-0.15,-0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,33,78,31,1
,,right,0.785625,,,,,,images/r8.png,8,0.3,0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,34,79,44,1
,,left,0.90902,,,,,,images/l4.png,-4,0,0,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,35,80,7,1
,,left,0.79431,,,,,,images/l8.png,-8,0.3,0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,36,81,4,1
,,right,0.951945,,,,,,images/r1.png,1,-0.15,-0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,37,82,26,1
,,right,1.084535,,,,,,images/r1.png,1,-0.3,-0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,38,83,25,1
,,left,1.24135,,,,,,images/r2.png,2,0.3,0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,39,84,34,1
,,right,1.13343,,,,,,images/l1.png,-1,-0.15,-0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,40,85,16,1
,,right,0.97023,,,,,,images/r2.png,2,0.15,0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,41,86,33,1
,,left,0.999825,,,,,,images/r4.png,4,0.15,0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,42,87,38,1
,,left,1.472225,,,,,,images/l1.png,-1,0.3,0.075,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,43,88,19,1
,,left,1.03369,,,,,,images/l4.png,-4,-0.15,-0.0375,zoorkke,001,2020-11-25_18h11.55.866,lm,2020.2.8,Win32,60,,,1,44,89,6,1
